Machine learning,"Each time each type of sort button is clicked, changes from Ascending to Descending",,your search,Button to Reset to original ordering,Order by your notes,"Authors, year, editor", Button - use to order by YEAR,First author,Title,text, Link 1, Link 2,," dois, after using crossref button"
,,,Natural language processing,66,,"A Ratnaparkhi - IRCS Technical Reports Series, 1997 - repository.upenn.edu",1997,Ratnaparkhi,A simple introduction to maximum entropy models for natural language processing,"Many problems in natural language processing can be viewed as linguistic classification 
problems, in which linguistic contexts are used to predict linguistic classes. Maximum 
entropy models offer a clean way to combine diverse pieces of contextual evidence in order …",https://repository.upenn.edu/cgi/viewcontent.cgi?article=1083&context=ircs_reports,https://repository.upenn.edu/cgi/viewcontent.cgi?article=1083&context=ircs_reports,,
,,,Natural language processing,67,,"T Wolf, J Chaumond, L Debut, V Sanh… - … Language Processing …, 2020 - aclweb.org",2020,"Wolf,",Transformers: State-of-the-art natural language processing,"Recent progress in natural language processing has been driven by advances in both 
model architecture and model pretraining. Transformer architectures have facilitated 
building higher-capacity models and pretraining has made it possible to effectively utilize …",https://www.aclweb.org/anthology/2020.emnlp-demos.6.pdf,https://www.aclweb.org/anthology/2020.emnlp-demos.6/,,
,,,Natural language processing,68,,"A Reshamwala, D Mishra, P Pawar - … Engineering Science and …, 2013 - researchgate.net",2013,"Reshamwala,",Review on natural language processing,"Natural language processing is a branch of computer science and artificial intelligence 
which is concerned with interaction between computers and human languages. Natural 
language processing is the study of mathematical and computational modeling of various …",https://www.researchgate.net/profile/Alpa_Reshamwala/publication/235788362_REVIEW_ON_NATURAL_LANGUAGE_PROCESSING/links/00463516276f412048000000.pdf,https://www.researchgate.net/profile/Alpa_Reshamwala/publication/235788362_REVIEW_ON_NATURAL_LANGUAGE_PROCESSING/links/00463516276f412048000000.pdf,,
,,,Natural language processing,69,,"JA Bateman, J Hois, R Ross, T Tenbrink - Artificial Intelligence, 2010 - Elsevier",2010,"Bateman,",A linguistic ontology of space for natural language processing,"We present a detailed semantics for linguistic spatial expressions supportive of 
computational processing that draws substantially on the principles and tools of ontological 
engineering and formal ontology. We cover language concerned with space, actions in …",https://www.sciencedirect.com/science/article/pii/S0004370210000858,https://www.sciencedirect.com/science/article/pii/S0004370210000858,,
,,,Natural language processing,70,,"J Guo, H He, T He, L Lausen, M Li, H Lin, X Shi… - Journal of Machine …, 2020 - jmlr.org",2020,"Guo,",GluonCV and GluonNLP: Deep Learning in Computer Vision and Natural Language Processing.,"Abstract We present GluonCV and GluonNLP, the deep learning toolkits for computer vision 
and natural language processing based on Apache MXNet (incubating). These toolkits 
provide state-of-the-art pre-trained models, training scripts, and training logs, to facilitate …",https://www.jmlr.org/papers/volume21/19-429/19-429.pdf,https://www.jmlr.org/papers/volume21/19-429/19-429.pdf,,
,,,Natural language processing,71,,"E Goldberg, N Driedger, RI Kittredge - IEEE Expert, 1994 - ieeexplore.ieee.org",1994,"Goldberg,",Using natural-language processing to produce weather forecasts,"Improved numerical weather prediction simulations have led weather services to examine 
how and where human forecasters add value to forecast production. The Forecast 
Production Assistant (FPA) was developed with that in mind. The authors discuss the …",,https://ieeexplore.ieee.org/abstract/document/294135/,,
,,,Natural language processing,72,,"JPG Mahedero, A MartÍnez, P Cano… - Proceedings of the 13th …, 2005 - dl.acm.org",2005,"Mahedero,",Natural language processing of lyrics,"We report experiments on the use of standard natural language processing (NLP) tools for 
the analysis of music lyrics. A significant amount of music audio has lyrics. Lyrics encode an 
important part of the semantics of a song, therefore their analysis complements that of …",https://www.researchgate.net/profile/Pedro_Cano5/publication/221573745_Natural_language_processing_of_lyrics/links/00b7d52826f623edfb000000.pdf,https://dl.acm.org/doi/abs/10.1145/1101149.1101255,,
,,,Natural language processing,73,,"S Ruder, ME Peters, S Swayamdipta… - Proceedings of the 2019 …, 2019 - aclweb.org",2019,"Ruder,",Transfer learning in natural language processing,"The classic supervised machine learning paradigm is based on learning in isolation, a 
single predictive model for a task using a single dataset. This approach requires a large 
number of training examples and performs best for well-defined and narrow tasks. Transfer …",https://www.aclweb.org/anthology/N19-5004.pdf,https://www.aclweb.org/anthology/N19-5004.pdf,,
,,,Natural language processing,74,,"MC Surabhi - … Conference on Optical Imaging Sensor and …, 2013 - ieeexplore.ieee.org",2013,Surabhi,Natural language processing future,"Natural Language Processing is a technique where machine can become more human and 
thereby reducing the distance between human being and the machine can be reduced. 
Therefore in simple sense NLP makes human to communicate with the machine easily …",,https://ieeexplore.ieee.org/abstract/document/6678407/,,
,,,Natural language processing,75,,X Zhang - 2014 - Springer,2014,Zhang,Chengqing Zong: Statistical natural language processing,"As an encyclopaedic resource on statistical approaches to natural language processing 
(NLP), the content of the second edition of Zong's (2008) Statistical Natural Language 
Processing (henceforth SNLP2) has some overlap with classic NLP textbooks such as …",,https://link.springer.com/content/pdf/10.1007/s10590-014-9150-3.pdf,,
,,,Natural language processing,76,,J Thanaki - 2017 - books.google.com,2017,Thanaki,Python natural language processing,"Leverage the power of machine learning and deep learning to extract information from text 
data About This Book Implement Machine Learning and Deep Learning techniques for 
efficient natural language processing Get started with NLTK and implement NLP in your …",,https://books.google.com/books?hl=en&lr=&id=IedDDwAAQBAJ&oi=fnd&pg=PP1&dq=Natural+language+processing&ots=ncEScs-Ko6&sig=NIq8uLTboe-hOBOQVqHpkS2RjIo,,
,,,Natural language processing,77,,"SC Kak - International Journal of Approximate Reasoning, 1987 - Elsevier",1987,Kak,The Paninian approach to natural language processing,"Computer processing of a natural language, as opposed to an artificial language of the type 
 used in writing computer programs, has gone through two distinct phases in the past 35 
 years. It was first thought that machine translation (MT) of one language into another should be …",https://www.sciencedirect.com/science/article/pii/0888613X87900077/pdf?md5=9dfdf829019e3aed091dd462f9ea8840&pid=1-s2.0-0888613X87900077-main.pdf&_valck=1,https://www.sciencedirect.com/science/article/pii/0888613X87900077,,
,,,Natural language processing,78,,"E Pons, LMM Braun, MGM Hunink, JA Kors - Radiology, 2016 - pubs.rsna.org",2016,"Pons,",Natural language processing in radiology: a systematic review,"Radiological reporting has generated large quantities of digital content within the electronic 
health record, which is potentially a valuable source of information for improving clinical care 
and supporting research. Although radiology reports are stored for communication and …",https://pubs.rsna.org/doi/pdf/10.1148/radiol.16142770,https://pubs.rsna.org/doi/abs/10.1148/radiol.16142770,,
,,,Natural language processing,79,,"R Collobert, J Weston - Proceedings of the 25th international conference …, 2008 - dl.acm.org",2008,"Collobert,",A unified architecture for natural language processing: Deep neural networks with multitask learning,"We describe a single convolutional neural network architecture that, given a sentence, 
outputs a host of language processing predictions: part-of-speech tags, chunks, named 
entity tags, semantic roles, semantically similar words and the likelihood that the sentence …",https://thetalkingmachines.com/sites/default/files/2018-12/unified_nlp.pdf,https://dl.acm.org/doi/abs/10.1145/1390156.1390177,,
,,,Natural language processing,80,,"J Pustejovsky, B Boguraev - Artificial Intelligence, 1993 - Elsevier",1993,"Pustejovsky,",Lexical knowledge representation and natural language processing,"Traditionally, semantic information in computational lexicons is limited to notions such as 
selectional restrictions or domain-specific constraints, encoded in a “static” representation. 
This information is typically used in natural language processing by a simple knowledge …",http://pages.cs.brandeis.edu/~jamesp/classes/cs216-2007/PustejovskyBoguraev.pdf,https://www.sciencedirect.com/science/article/pii/0004370293900176,,
,,,Natural language processing,81,,"KS Jones, JR Galliers - 1995 - books.google.com",1995,"Jones,",Evaluating natural language processing systems: An analysis and review,"This comprehensive state-of-the-art book is the first devoted to the important and timely 
issue of evaluating NLP systems. It addresses the whole area of NLP system evaluation, 
including aims and scope, problems and methodology. The authors provide a wide-ranging …",,https://books.google.com/books?hl=en&lr=&id=8xPCC7H9c9oC&oi=fnd&pg=PR11&dq=Natural+language+processing&ots=o8c8j6i3-0&sig=PRT1iQ6Z7tclklJj_PfGg-qEaxU,,
,,,Natural language processing,82,,"HC Daume, D Marcu - 2006 - Citeseer",2006,"Daume,",Practical structured learning techniques for natural language processing,"I present an efficient, theoretically justified learning algorithm for structured prediction that 
achieves state-of-the-art performance in a wide range of natural language processing 
problems. Structured prediction is a generalized task that encompasses many problems in …",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.112.524&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.112.524&rep=rep1&type=pdf,,
,,,Natural language processing,83,,"KW Church, LF Rau - Communications of the ACM, 1995 - dl.acm.org",1995,"Church,",Commercial applications of natural language processing,"Vast quantities of text are becoming available in electronic form, ranging from published 
documents (eg, electronic dictionaries, encyclopedias, libraries and archives for information 
retrieval services), to private databases (eg, marketing information, legal records, medical …",https://www.cwa.mdx.ac.uk/bis4402/papers/church-rau.pdf,https://dl.acm.org/doi/abs/10.1145/219717.219778,,
